Order ID,Date,Product,Category,Region,Units Sold,Unit Price,Sales
ORD-1625,2022-09-08,Ramen instantanés au curry vegan 2 portions,Riz & Nouilles,Auvergne-Rhône-Alpes,4,4.9,19.6
ORD-2352,2022-09-10,Sauce soja iRASSHAi,Essentiels,Hauts-de-France,3,6.9,20.7
ORD-2274,2022-09-10,Nouilles udon précuites 3 portions,Riz & Nouilles,Île-de-France,2,5.4,10.8
ORD-2205,2022-09-11,Coffret découverte thés,Coffrets,Île-de-France,2,29.9,59.8
ORD-1365,2022-09-11,Riz japonais iRASSHAi,Essentiels,Hauts-de-France,1,8.5,8.5
ORD-1557,2022-09-12,Nouilles udon précuites 3 portions,Riz & Nouilles,Provence-Alpes-Côte d'Azur,2,5.4,10.8
ORD-1518,2022-09-13,Nouilles yakisoba précuites 5 portions,Riz & Nouilles,Occitanie,1,6.5,6.5
ORD-1014,2022-09-13,Nouilles soba à l'igname,Riz & Nouilles,Île-de-France,3,4.1,12.3
ORD-1142,2022-09-13,Nouilles udon iRASSHAi,Riz & Nouilles,Île-de-France,3,4.5,13.5
ORD-3301,2022-09-14,Nouilles udon précuites avec sauce 3 portions,Riz & Nouilles,Auvergne-Rhône-Alpes,3,5.6,16.8
ORD-3001,2022-09-15,Nouilles Udon de Kagawa 3 portions,Riz & Nouilles,Île-de-France,4,3.9,15.6
ORD-1407,2022-09-16,Ramen instantanés au curry vegan 2 portions,Riz & Nouilles,Provence-Alpes-Côte d'Azur,4,4.9,19.6
ORD-2171,2022-09-16,Nouilles soba,Riz & Nouilles,Auvergne-Rhône-Alpes,1,4.9,4.9
ORD-1199,2022-09-16,Dashi iRASSHAi,Essentiels,Occitanie,3,7.9,23.7
ORD-1314,2022-09-16,Matcha iRASSHAi,Essentiels,Île-de-France,1,12.9,12.9
ORD-1244,2022-09-16,Thé vert japonais,Boissons,Grand Est,4,8.9,35.6
ORD-3029,2022-09-17,Matcha iRASSHAi,Essentiels,Corse,2,12.9,25.8
ORD-3158,2022-09-18,Nouilles soba,Riz & Nouilles,Île-de-France,3,4.9,14.7
ORD-2968,2022-09-18,Matcha iRASSHAi,Essentiels,Île-de-France,1,12.9,12.9
ORD-1186,2022-09-19,Sauce ponzu,Condiments,Nouvelle-Aquitaine,1,6.9,6.9
ORD-2588,2022-09-20,Ramen instantanés au miso sans gluten,Riz & Nouilles,Grand Est,3,4.1,12.3
ORD-1601,2022-09-20,Sauce teriyaki iRASSHAi,Essentiels,Île-de-France,1,6.9,6.9
ORD-2239,2022-09-20,Nouilles udon précuites avec bouillon 3 portions,Riz & Nouilles,Hauts-de-France,1,5.6,5.6
ORD-2077,2022-09-21,Nouilles soba 100% sarrasin,Riz & Nouilles,Île-de-France,1,5.5,5.5
ORD-2717,2022-09-23,Nouilles yakisoba précuites avec sauce 3 portions,Riz & Nouilles,Auvergne-Rhône-Alpes,2,5.6,11.2
ORD-1595,2022-09-23,Sauce ponzu,Condiments,Provence-Alpes-Côte d'Azur,1,6.9,6.9
ORD-2953,2022-09-24,Ramen instantanés à la sauce soja vegan,Riz & Nouilles,Île-de-France,2,3.2,6.4
ORD-3457,2022-09-24,Vinaigrette au sésame,Condiments,Grand Est,1,7.9,7.9
ORD-3064,2022-09-24,Nouilles soba à l'igname,Riz & Nouilles,Île-de-France,1,4.1,4.1
ORD-1623,2022-09-25,Nouilles udon précuites 3 portions,Riz & Nouilles,Île-de-France,1,5.4,5.4
ORD-1958,2022-09-25,Wasabi,Condiments,Provence-Alpes-Côte d'Azur,3,8.9,26.7
ORD-3110,2022-09-25,Ramen instantanés au miso vegan,Riz & Nouilles,Provence-Alpes-Côte d'Azur,2,3.2,6.4
ORD-1111,2022-09-25,Thé vert japonais,Boissons,Auvergne-Rhône-Alpes,1,8.9,8.9
ORD-2774,2022-09-25,Nouilles Udon de Kagawa 3 portions,Riz & Nouilles,Provence-Alpes-Côte d'Azur,2,3.9,7.8
ORD-2315,2022-09-25,Dashi iRASSHAi,Essentiels,Occitanie,2,7.9,15.8
ORD-1291,2022-09-26,Nouilles yakisoba précuites 5 portions,Riz & Nouilles,Île-de-France,2,6.5,13.0
ORD-1504,2022-09-26,Vinaigrette au sésame,Condiments,Auvergne-Rhône-Alpes,1,7.9,7.9
ORD-2602,2022-09-26,Wasabi,Condiments,Bretagne,2,8.9,17.8
ORD-2639,2022-09-26,Vinaigre de riz iRASSHAi,Essentiels,Hauts-de-France,1,5.9,5.9
ORD-1354,2022-09-27,Nouilles soba 100% sarrasin,Riz & Nouilles,Nouvelle-Aquitaine,1,5.5,5.5
ORD-3209,2022-09-28,Dashi iRASSHAi,Essentiels,Île-de-France,1,7.9,7.9
ORD-1065,2022-09-28,Wasabi,Condiments,Île-de-France,2,8.9,17.8
ORD-1356,2022-09-28,Mirin iRASSHAi,Essentiels,Auvergne-Rhône-Alpes,2,6.5,13.0
ORD-2509,2022-09-28,Ramen instantanés sauce soja sans gluten,Riz & Nouilles,Hauts-de-France,1,4.1,4.1
ORD-1996,2022-09-28,Nouilles soba à l'igname,Riz & Nouilles,Île-de-France,3,4.1,12.3
ORD-1964,2022-09-28,Saké,Boissons,Île-de-France,2,15.9,31.8
ORD-2367,2022-09-29,Coffret matcha,Coffrets,Hauts-de-France,3,39.9,119.7
ORD-1944,2022-09-29,Ramen au yuzu et à la sauce soja 2 portions,Riz & Nouilles,Corse,2,5.65,11.3
ORD-1739,2022-09-30,Saké,Boissons,Auvergne-Rhône-Alpes,2,15.9,31.8
ORD-1978,2022-09-30,Saké,Boissons,Auvergne-Rhône-Alpes,2,15.9,31.8
ORD-3482,2022-09-30,Nouilles soba d'Okuizumo,Riz & Nouilles,Île-de-France,2,6.9,13.8
ORD-2050,2022-10-01,Thé vert japonais,Boissons,Provence-Alpes-Côte d'Azur,3,8.9,26.7
ORD-3459,2022-10-01,Nouilles udon précuites avec bouillon 3 portions,Riz & Nouilles,Île-de-France,4,5.6,22.4
ORD-2362,2022-10-01,Nouilles Udon de Kagawa 3 portions,Riz & Nouilles,Île-de-France,2,3.9,7.8
ORD-2269,2022-10-02,Nouilles soba 100% sarrasin premium,Riz & Nouilles,Occitanie,3,9.4,28.2
ORD-1697,2022-10-02,Matcha iRASSHAi,Essentiels,Hauts-de-France,1,12.9,12.9
ORD-1910,2022-10-02,Nouilles soba d'Okuizumo,Riz & Nouilles,Île-de-France,2,6.9,13.8
ORD-2457,2022-10-03,Coffret découverte thés,Coffrets,Nouvelle-Aquitaine,1,29.9,29.9
ORD-1104,2022-10-03,Nouilles udon précuites avec bouillon 3 portions,Riz & Nouilles,Île-de-France,2,5.6,11.2
ORD-3348,2022-10-03,Ramen instantanés à la sauce soja vegan,Riz & Nouilles,Provence-Alpes-Côte d'Azur,3,3.2,9.6
ORD-2700,2022-10-03,Nouilles udon précuites avec bouillon 3 portions,Riz & Nouilles,Île-de-France,1,5.6,5.6
ORD-2857,2022-10-05,Nouilles udon au matcha,Riz & Nouilles,Île-de-France,6,3.5,21.0
ORD-1942,2022-10-05,Nouilles yakisoba avec sauce 2 portions,Riz & Nouilles,Auvergne-Rhône-Alpes,1,4.5,4.5
ORD-1189,2022-10-05,Riz japonais iRASSHAi,Essentiels,Île-de-France,4,8.5,34.0
ORD-3277,2022-10-05,Ramen tantan men piquant vegan 2 portions,Riz & Nouilles,Provence-Alpes-Côte d'Azur,3,4.9,14.7
ORD-1859,2022-10-06,Nouilles udon iRASSHAi,Riz & Nouilles,Île-de-France,6,4.5,27.0
ORD-2057,2022-10-06,Yuzu kosho,Condiments,Île-de-France,3,9.5,28.5
ORD-3004,2022-10-06,Nouilles soba 100% sarrasin,Riz & Nouilles,Île-de-France,3,5.5,16.5
ORD-2650,2022-10-07,Ramen tantan men piquant vegan 2 portions,Riz & Nouilles,Corse,3,4.9,14.7
ORD-3156,2022-10-07,Riz japonais iRASSHAi,Essentiels,Bretagne,1,8.5,8.5
ORD-3416,2022-10-07,Ramen instantanés à la sauce soja vegan,Riz & Nouilles,Île-de-France,4,3.2,12.8
ORD-1351,2022-10-08,Thé vert japonais,Boissons,Île-de-France,2,8.9,17.8
ORD-3261,2022-10-08,Nouilles udon au curry 2 portions,Riz & Nouilles,Provence-Alpes-Côte d'Azur,5,4.9,24.5
ORD-2284,2022-10-08,Nouilles yakisoba avec sauce 2 portions,Riz & Nouilles,Pays de la Loire,4,4.5,18.0
ORD-2836,2022-10-09,Ramen à la sauce soja vegan 3 portions,Riz & Nouilles,Île-de-France,4,4.5,18.0
ORD-1685,2022-10-09,Ramen instantanés au miso vegan,Riz & Nouilles,Île-de-France,6,3.2,19.2
ORD-3117,2022-10-09,Nouilles soba d'Okuizumo,Riz & Nouilles,Île-de-France,1,6.9,6.9
ORD-1680,2022-10-09,Ramen instantanés sauce soja sans gluten,Riz & Nouilles,Île-de-France,5,4.1,20.5
ORD-2012,2022-10-09,Coffret art de cuisiner japonais,Coffrets,Île-de-France,2,59.9,119.8
ORD-1501,2022-10-09,Ramen instantanés au potage vegan,Riz & Nouilles,Occitanie,5,3.2,16.0
ORD-1913,2022-10-10,Wasabi,Condiments,Normandie,1,8.9,8.9
ORD-2535,2022-10-10,Amazake,Boissons,Provence-Alpes-Côte d'Azur,3,6.9,20.7
ORD-3181,2022-10-11,Coffret matcha,Coffrets,Provence-Alpes-Côte d'Azur,2,39.9,79.8
ORD-1515,2022-10-11,Nouilles udon précuites avec bouillon 3 portions,Riz & Nouilles,Provence-Alpes-Côte d'Azur,2,5.6,11.2
ORD-2303,2022-10-11,Amazake,Boissons,Île-de-France,1,6.9,6.9
ORD-1034,2022-10-11,Matcha iRASSHAi,Essentiels,Centre-Val de Loire,1,12.9,12.9
ORD-2984,2022-10-12,Yuzu kosho,Condiments,Auvergne-Rhône-Alpes,2,9.5,19.0
ORD-1528,2022-10-12,Coffret matcha,Coffrets,Auvergne-Rhône-Alpes,2,39.9,79.8
ORD-2999,2022-10-12,Nouilles udon au curry 2 portions,Riz & Nouilles,Île-de-France,2,4.9,9.8
ORD-1870,2022-10-13,Thé vert japonais,Boissons,Occitanie,3,8.9,26.7
ORD-1372,2022-10-14,Nouilles soba,Riz & Nouilles,Grand Est,1,4.9,4.9
ORD-1828,2022-10-14,Coffret art de cuisiner japonais,Coffrets,Île-de-France,1,59.9,59.9
ORD-2071,2022-10-14,Ramen instantanés tonkotsu sans gluten,Riz & Nouilles,Île-de-France,4,4.1,16.4
ORD-2231,2022-10-14,Ramen instantanés à la sauce soja vegan,Riz & Nouilles,Provence-Alpes-Côte d'Azur,3,3.2,9.6
ORD-3423,2022-10-15,Ramen au yuzu et à la sauce soja 2 portions,Riz & Nouilles,Île-de-France,4,5.65,22.6
ORD-1626,2022-10-16,Ramen instantanés sauce soja sans gluten,Riz & Nouilles,Île-de-France,2,4.1,8.2
ORD-2438,2022-10-17,Ramen instantanés tonkotsu sans gluten,Riz & Nouilles,Île-de-France,3,4.1,12.3
ORD-3120,2022-10-17,Nouilles yakisoba avec sauce 2 portions,Riz & Nouilles,Auvergne-Rhône-Alpes,4,4.5,18.0
ORD-1912,2022-10-17,Matcha iRASSHAi,Essentiels,Provence-Alpes-Côte d'Azur,2,12.9,25.8
ORD-1492,2022-10-17,Ramen tantan men piquant vegan 2 portions,Riz & Nouilles,Auvergne-Rhône-Alpes,3,4.9,14.7
ORD-2794,2022-10-17,Coffret art de cuisiner japonais,Coffrets,Île-de-France,1,59.9,59.9
ORD-2113,2022-10-18,Ramen instantanés tonkotsu sans gluten,Riz & Nouilles,Provence-Alpes-Côte d'Azur,2,4.1,8.2
ORD-1888,2022-10-18,Ramen tantan men piquant vegan 2 portions,Riz & Nouilles,Auvergne-Rhône-Alpes,3,4.9,14.7
ORD-3495,2022-10-18,Nouilles udon précuites avec bouillon 3 portions,Riz & Nouilles,Provence-Alpes-Côte d'Azur,5,5.6,28.0
ORD-3300,2022-10-19,Coffret art de cuisiner japonais,Coffrets,Hauts-de-France,2,59.9,119.8
ORD-2105,2022-10-19,Wasabi,Condiments,Hauts-de-France,3,8.9,26.7
ORD-1979,2022-10-20,Nouilles Udon 7 portions,Riz & Nouilles,Hauts-de-France,2,5.5,11.0
ORD-3129,2022-10-21,Thé vert japonais,Boissons,Auvergne-Rhône-Alpes,2,8.9,17.8
ORD-1757,2022-10-21,Amazake,Boissons,Île-de-France,1,6.9,6.9
ORD-2934,2022-10-21,Ramen instantanés sauce soja sans gluten,Riz & Nouilles,Île-de-France,3,4.1,12.3
ORD-1621,2022-10-22,Nouilles soba d'Okuizumo,Riz & Nouilles,Bretagne,3,6.9,20.7
ORD-2185,2022-10-22,Sauce ponzu,Condiments,Bretagne,2,6.9,13.8
ORD-1537,2022-10-22,Nouilles yakisoba précuites 5 portions,Riz & Nouilles,Auvergne-Rhône-Alpes,4,6.5,26.0
ORD-3076,2022-10-22,Mirin iRASSHAi,Essentiels,Auvergne-Rhône-Alpes,2,6.5,13.0
ORD-1645,2022-10-23,Nouilles udon au curry 2 portions,Riz & Nouilles,Île-de-France,2,4.9,9.8
ORD-1823,2022-10-23,Coffret matcha,Coffrets,Hauts-de-France,1,39.9,39.9
ORD-1392,2022-10-24,Nouilles Udon de Kagawa 3 portions,Riz & Nouilles,Grand Est,1,3.9,3.9
ORD-1300,2022-10-24,Nouilles soba à l'igname,Riz & Nouilles,Île-de-France,2,4.1,8.2
ORD-3154,2022-10-24,Nouilles udon précuites avec sauce 3 portions,Riz & Nouilles,Hauts-de-France,3,5.6,16.8
ORD-2621,2022-10-24,Ramen à la sauce soja vegan 3 portions,Riz & Nouilles,Nouvelle-Aquitaine,2,4.5,9.0
ORD-2823,2022-10-25,Saké,Boissons,Auvergne-Rhône-Alpes,1,15.9,15.9
ORD-2881,2022-10-25,Nouilles soba,Riz & Nouilles,Île-de-France,2,4.9,9.8
ORD-3231,2022-10-25,Riz japonais iRASSHAi,Essentiels,Île-de-France,4,8.5,34.0
ORD-2826,2022-10-26,Ramen instantanés à la sauce soja vegan,Riz & Nouilles,Île-de-France,4,3.2,12.8
ORD-2674,2022-10-27,Ramen instantanés au miso sans gluten,Riz & Nouilles,Île-de-France,3,4.1,12.3
ORD-2377,2022-10-27,Ramen instantanés au miso sans gluten,Riz & Nouilles,Île-de-France,5,4.1,20.5
ORD-1676,2022-10-27,Nouilles yakisoba précuites 5 portions,Riz & Nouilles,Occitanie,3,6.5,19.5
ORD-2474,2022-10-27,Dashi iRASSHAi,Essentiels,Pays de la Loire,1,7.9,7.9
ORD-3346,2022-10-29,Riz japonais iRASSHAi,Essentiels,Provence-Alpes-Côte d'Azur,2,8.5,17.0
ORD-2168,2022-10-29,Ramen instantanés tonkotsu sans gluten,Riz & Nouilles,Auvergne-Rhône-Alpes,2,4.1,8.2
ORD-3235,2022-10-29,Wasabi,Condiments,Corse,3,8.9,26.7
ORD-2173,2022-10-30,Vinaigrette au sésame,Condiments,Auvergne-Rhône-Alpes,3,7.9,23.7
ORD-2112,2022-10-30,Yuzu kosho,Condiments,Auvergne-Rhône-Alpes,1,9.5,9.5
ORD-1466,2022-10-30,Ramen au yuzu et à la sauce soja 2 portions,Riz & Nouilles,Provence-Alpes-Côte d'Azur,5,5.65,28.25
ORD-1116,2022-10-31,Ramen au yuzu vegan 2 portions,Riz & Nouilles,Auvergne-Rhône-Alpes,3,5.65,16.95
ORD-2084,2022-11-01,Nouilles soba,Riz & Nouilles,Île-de-France,3,4.9,14.7
ORD-3170,2022-11-02,Wasabi,Condiments,Île-de-France,2,8.9,17.8
ORD-3106,2022-11-02,Yuzu kosho,Condiments,Île-de-France,3,9.5,28.5
ORD-2946,2022-11-02,Ramen à la sauce soja vegan 3 portions,Riz & Nouilles,Auvergne-Rhône-Alpes,4,4.5,18.0
ORD-2295,2022-11-02,Nouilles soba 100% sarrasin,Riz & Nouilles,Hauts-de-France,3,5.5,16.5
ORD-2511,2022-11-03,Vinaigrette au sésame,Condiments,Île-de-France,3,7.9,23.7
ORD-1723,2022-11-03,Ramen à la sauce soja vegan 3 portions,Riz & Nouilles,Bretagne,3,4.5,13.5
ORD-2605,2022-11-03,Dashi iRASSHAi,Essentiels,Nouvelle-Aquitaine,1,7.9,7.9
ORD-2766,2022-11-03,Nouilles soba d'Okuizumo,Riz & Nouilles,Île-de-France,1,6.9,6.9
ORD-2179,2022-11-03,Ramen instantanés au potage vegan,Riz & Nouilles,Île-de-France,2,3.2,6.4
ORD-1491,2022-11-04,Nouilles soba 100% sarrasin premium,Riz & Nouilles,Île-de-France,2,9.4,18.8
ORD-2867,2022-11-04,Ramen à la sauce soja vegan 3 portions,Riz & Nouilles,Auvergne-Rhône-Alpes,1,4.5,4.5
ORD-3412,2022-11-04,Nouilles udon au curry 2 portions,Riz & Nouilles,Île-de-France,3,4.9,14.7
ORD-2491,2022-11-04,Nouilles yakisoba précuites avec sauce 3 portions,Riz & Nouilles,Hauts-de-France,3,5.6,16.8
ORD-1174,2022-11-05,Ramen au miso vegan 3 portions,Riz & Nouilles,Nouvelle-Aquitaine,2,4.5,9.0
ORD-2670,2022-11-05,Ramen instantanés au miso vegan,Riz & Nouilles,Provence-Alpes-Côte d'Azur,4,3.2,12.8
ORD-3207,2022-11-05,Nouilles udon précuites avec sauce 3 portions,Riz & Nouilles,Auvergne-Rhône-Alpes,2,5.6,11.2
ORD-3033,2022-11-06,Amazake,Boissons,Bourgogne-Franche-Comté,1,6.9,6.9
ORD-1982,2022-11-07,Nouilles yakisoba avec sauce 2 portions,Riz & Nouilles,Provence-Alpes-Côte d'Azur,3,4.5,13.5
ORD-2666,2022-11-08,Ramen instantanés au miso sans gluten,Riz & Nouilles,Île-de-France,1,4.1,4.1
ORD-1313,2022-11-08,Miso iRASSHAi,Essentiels,Occitanie,2,7.5,15.0
ORD-1175,2022-11-09,Coffret matcha,Coffrets,Bretagne,2,39.9,79.8
ORD-2004,2022-11-09,Ramen instantanés au curry vegan 2 portions,Riz & Nouilles,Auvergne-Rhône-Alpes,2,4.9,9.8
ORD-2818,2022-11-09,Ramen au yuzu vegan 2 portions,Riz & Nouilles,Île-de-France,3,5.65,16.95
ORD-1468,2022-11-10,Saké,Boissons,Grand Est,2,15.9,31.8
ORD-1576,2022-11-11,Coffret découverte thés,Coffrets,Nouvelle-Aquitaine,2,29.9,59.8
ORD-3223,2022-11-11,Ramen à la sauce soja vegan 3 portions,Riz & Nouilles,Hauts-de-France,2,4.5,9.0
ORD-1611,2022-11-12,Ramen à la sauce soja vegan 3 portions,Riz & Nouilles,Pays de la Loire,2,4.5,9.0
ORD-1839,2022-11-12,Nouilles soba à l'igname,Riz & Nouilles,Nouvelle-Aquitaine,1,4.1,4.1
ORD-3038,2022-11-12,Miso iRASSHAi,Essentiels,Île-de-France,2,7.5,15.0
ORD-1377,2022-11-13,Nouilles yakisoba avec sauce 2 portions,Riz & Nouilles,Hauts-de-France,1,4.5,4.5
ORD-2751,2022-11-13,Ramen instantanés sauce soja sans gluten,Riz & Nouilles,Île-de-France,7,4.1,28.7
ORD-1746,2022-11-14,Ramen instantanés au curry vegan 2 portions,Riz & Nouilles,Île-de-France,2,4.9,9.8
ORD-2395,2022-11-14,Nouilles soba,Riz & Nouilles,Centre-Val de Loire,4,4.9,19.6
ORD-2636,2022-11-15,Nouilles soba 100% sarrasin,Riz & Nouilles,Provence-Alpes-Côte d'Azur,2,5.5,11.0
ORD-2006,2022-11-15,Mirin iRASSHAi,Essentiels,Île-de-France,3,6.5,19.5
ORD-3232,2022-11-16,Ramen instantanés au miso vegan,Riz & Nouilles,Auvergne-Rhône-Alpes,3,3.2,9.6
ORD-3366,2022-11-17,Matcha iRASSHAi,Essentiels,Pays de la Loire,3,12.9,38.7
ORD-1260,2022-11-17,Ramen instantanés au miso vegan,Riz & Nouilles,Auvergne-Rhône-Alpes,3,3.2,9.6
ORD-3162,2022-11-18,Thé vert japonais,Boissons,Normandie,3,8.9,26.7
ORD-2144,2022-11-18,Ramen instantanés au miso sans gluten,Riz & Nouilles,Île-de-France,3,4.1,12.3
ORD-2326,2022-11-18,Matcha iRASSHAi,Essentiels,Île-de-France,1,12.9,12.9
ORD-2117,2022-11-19,Ramen au yuzu vegan 2 portions,Riz & Nouilles,Provence-Alpes-Côte d'Azur,2,5.65,11.3
ORD-2552,2022-11-19,Nouilles soba 100% sarrasin,Riz & Nouilles,Auvergne-Rhône-Alpes,1,5.5,5.5
ORD-1962,2022-11-20,Sauce soja iRASSHAi,Essentiels,Île-de-France,3,6.9,20.7
ORD-3456,2022-11-20,Ramen au yuzu et à la sauce soja 2 portions,Riz & Nouilles,Île-de-France,2,5.65,11.3
ORD-1686,2022-11-20,Nouilles yakisoba avec sauce 2 portions,Riz & Nouilles,Auvergne-Rhône-Alpes,4,4.5,18.0
ORD-3124,2022-11-20,Ramen instantanés à la sauce soja vegan,Riz & Nouilles,Normandie,3,3.2,9.6
ORD-1339,2022-11-20,Nouilles Udon 7 portions,Riz & Nouilles,Bretagne,4,5.5,22.0
ORD-2824,2022-11-20,Nouilles soba d'Okuizumo,Riz & Nouilles,Corse,3,6.9,20.7
ORD-1486,2022-11-22,Nouilles udon précuites 3 portions,Riz & Nouilles,Île-de-France,2,5.4,10.8
ORD-2198,2022-11-22,Nouilles Udon 7 portions,Riz & Nouilles,Île-de-France,1,5.5,5.5
ORD-1009,2022-11-23,Coffret art de cuisiner japonais,Coffrets,Île-de-France,1,59.9,59.9
ORD-2473,2022-11-23,Nouilles yakisoba précuites avec sauce 3 portions,Riz & Nouilles,Provence-Alpes-Côte d'Azur,2,5.6,11.2
ORD-1628,2022-11-24,Nouilles soba d'Okuizumo,Riz & Nouilles,Auvergne-Rhône-Alpes,1,6.9,6.9
ORD-1572,2022-11-24,Ramen instantanés à la sauce soja vegan,Riz & Nouilles,Bretagne,2,3.2,6.4
ORD-2865,2022-11-24,Nouilles soba à l'igname,Riz & Nouilles,Normandie,1,4.1,4.1
ORD-1036,2022-11-24,Coffret découverte thés,Coffrets,Hauts-de-France,1,29.9,29.9
ORD-1895,2022-11-24,Nouilles soba 100% sarrasin premium,Riz & Nouilles,Occitanie,1,9.4,9.4
ORD-3410,2022-11-25,Nouilles udon précuites avec bouillon 3 portions,Riz & Nouilles,Île-de-France,1,5.6,5.6
ORD-2706,2022-11-25,Nouilles Udon 7 portions,Riz & Nouilles,Auvergne-Rhône-Alpes,1,5.5,5.5
ORD-3314,2022-11-25,Matcha iRASSHAi,Essentiels,Provence-Alpes-Côte d'Azur,2,12.9,25.8
ORD-1519,2022-11-25,Ramen instantanés au curry vegan 2 portions,Riz & Nouilles,Île-de-France,1,4.9,4.9
ORD-3445,2022-11-25,Sauce soja iRASSHAi,Essentiels,Île-de-France,1,6.9,6.9
ORD-1281,2022-11-26,Nouilles soba 100% sarrasin premium,Riz & Nouilles,Île-de-France,1,9.4,9.4
ORD-3221,2022-11-26,Coffret matcha,Coffrets,Auvergne-Rhône-Alpes,1,39.9,39.9
ORD-2497,2022-11-26,Nouilles Udon de Kagawa 3 portions,Riz & Nouilles,Bretagne,1,3.9,3.9
ORD-2376,2022-11-26,Nouilles yakisoba précuites 5 portions,Riz & Nouilles,Île-de-France,1,6.5,6.5
ORD-1046,2022-11-27,Mirin iRASSHAi,Essentiels,Provence-Alpes-Côte d'Azur,3,6.5,19.5
ORD-1112,2022-11-27,Sauce soja iRASSHAi,Essentiels,Île-de-France,1,6.9,6.9
ORD-2495,2022-11-27,Saké,Boissons,Hauts-de-France,1,15.9,15.9
ORD-1514,2022-11-28,Nouilles udon au curry 2 portions,Riz & Nouilles,Hauts-de-France,2,4.9,9.8
ORD-2537,2022-11-28,Ramen instantanés sauce soja sans gluten,Riz & Nouilles,Bretagne,4,4.1,16.4
ORD-1505,2022-11-29,Nouilles yakisoba précuites avec sauce 3 portions,Riz & Nouilles,Centre-Val de Loire,1,5.6,5.6
ORD-3290,2022-11-30,Ramen instantanés sauce soja sans gluten,Riz & Nouilles,Île-de-France,6,4.1,24.6
ORD-2610,2022-12-01,Ramen instantanés au miso sans gluten,Riz & Nouilles,Île-de-France,3,4.1,12.3
ORD-2861,2022-12-02,Coffret matcha,Coffrets,Île-de-France,3,39.9,119.7
ORD-1894,2022-12-03,Ramen au yuzu et à la sauce soja 2 portions,Riz & Nouilles,Provence-Alpes-Côte d'Azur,1,5.65,5.65
ORD-2271,2022-12-04,Nouilles udon au matcha,Riz & Nouilles,Provence-Alpes-Côte d'Azur,5,3.5,17.5
ORD-2143,2022-12-04,Vinaigrette au sésame,Condiments,Île-de-France,4,7.9,31.6
ORD-1967,2022-12-05,Ramen instantanés au miso sans gluten,Riz & Nouilles,Hauts-de-France,3,4.1,12.3
ORD-1268,2022-12-06,Nouilles udon iRASSHAi,Riz & Nouilles,Île-de-France,4,4.5,18.0
ORD-2922,2022-12-06,Wasabi,Condiments,Nouvelle-Aquitaine,1,8.9,8.9
ORD-1506,2022-12-06,Sauce soja iRASSHAi,Essentiels,Île-de-France,4,6.9,27.6
ORD-2472,2022-12-06,Matcha iRASSHAi,Essentiels,Île-de-France,3,12.9,38.7
ORD-2499,2022-12-07,Nouilles udon précuites avec bouillon 3 portions,Riz & Nouilles,Bretagne,1,5.6,5.6
ORD-2310,2022-12-08,Ramen instantanés tonkotsu sans gluten,Riz & Nouilles,Grand Est,5,4.1,20.5
ORD-2020,2022-12-08,Nouilles udon précuites 3 portions,Riz & Nouilles,Provence-Alpes-Côte d'Azur,4,5.4,21.6
ORD-2170,2022-12-09,Nouilles udon précuites avec sauce 3 portions,Riz & Nouilles,Île-de-France,3,5.6,16.8
ORD-3283,2022-12-09,Mirin iRASSHAi,Essentiels,Île-de-France,1,6.5,6.5
ORD-1463,2022-12-11,Nouilles Udon 7 portions,Riz & Nouilles,Provence-Alpes-Côte d'Azur,1,5.5,5.5
ORD-1939,2022-12-11,Nouilles soba d'Okuizumo,Riz & Nouilles,Provence-Alpes-Côte d'Azur,1,6.9,6.9
ORD-1925,2022-12-11,Riz japonais iRASSHAi,Essentiels,Hauts-de-France,1,8.5,8.5
ORD-2454,2022-12-12,Ramen instantanés au miso vegan,Riz & Nouilles,Île-de-France,2,3.2,6.4
ORD-1610,2022-12-12,Yuzu kosho,Condiments,Île-de-France,4,9.5,38.0
ORD-3466,2022-12-12,Ramen instantanés au miso sans gluten,Riz & Nouilles,Auvergne-Rhône-Alpes,5,4.1,20.5
ORD-2255,2022-12-12,Wasabi,Condiments,Grand Est,1,8.9,8.9
ORD-2550,2022-12-14,Coffret découverte thés,Coffrets,Occitanie,2,29.9,59.8
ORD-3492,2022-12-14,Matcha iRASSHAi,Essentiels,Île-de-France,1,12.9,12.9
ORD-1151,2022-12-14,Amazake,Boissons,Nouvelle-Aquitaine,3,6.9,20.7
ORD-2139,2022-12-15,Nouilles soba à l'igname,Riz & Nouilles,Île-de-France,4,4.1,16.4
ORD-3163,2022-12-15,Wasabi,Condiments,Centre-Val de Loire,1,8.9,8.9
ORD-2967,2022-12-16,Nouilles yakisoba précuites 5 portions,Riz & Nouilles,Provence-Alpes-Côte d'Azur,1,6.5,6.5
ORD-1658,2022-12-16,Vinaigre de riz iRASSHAi,Essentiels,Occitanie,2,5.9,11.8
ORD-1998,2022-12-20,Dashi iRASSHAi,Essentiels,Île-de-France,4,7.9,31.6
ORD-1484,2022-12-20,Nouilles soba,Riz & Nouilles,Auvergne-Rhône-Alpes,4,4.9,19.6
ORD-2757,2022-12-21,Miso iRASSHAi,Essentiels,Pays de la Loire,3,7.5,22.5
ORD-1667,2022-12-21,Riz japonais iRASSHAi,Essentiels,Nouvelle-Aquitaine,4,8.5,34.0
ORD-1915,2022-12-21,Sauce teriyaki iRASSHAi,Essentiels,Provence-Alpes-Côte d'Azur,5,6.9,34.5
